Index,Date_Observed,Day,TrapOrder,Waterbody,Site_ID,Site_Name,Site_Info,Trap_Number,Site.Elev.mllw,Latitude,Longitude,SiteNorthing,Trap_Type,Trap_Info,Species,Sex,CW_mm,Notes
155,8/7/25,1,54,Willapa Bay,,Woodys,Mid,21048R,1.14,46.42558,-124.01741,5141871.57,Minnow,,CAMA,Male,31,
160,8/7/25,1,55,Willapa Bay,,Woodys,Mid,21052R,1.14,46.42609,-124.01756,5141871.57,Minnow,,CAMA,Female,31,
161,8/7/25,1,55,Willapa Bay,,Woodys,Mid,21052R,1.14,46.42609,-124.01756,5141871.57,Minnow,,CAMA,Female,21,
162,8/7/25,1,53,Willapa Bay,,Woodys,Mid,21097R,1.14,46.42544,-124.01738,5141871.57,Fukui,,CAMA,Male,35,
103,8/7/25,1,56,Willapa Bay,,Woodys,Zero,1278G,-0.24,46.42515,-124.01062,5141871.57,Fukui,,CAMA,Female,56,
106,8/7/25,1,57,Willapa Bay,,Woodys,Zero,1431G,-0.24,46.42494,-124.01046,5141871.57,Fukui,,CAMA,Female,78,
105,8/7/25,1,58,Willapa Bay,,Woodys,Zero,21120R,-0.02,46.42583,-124.01398,5141871.57,Fukui,,CAMA,Female,58,
186,8/8/25,2,1,Willapa Bay,,Breakwater,Low,1244WDFW,0.77,46.49885,-124.02691,5149967.36,Minnow,,CAMA,Female,47,
187,8/8/25,2,1,Willapa Bay,,Breakwater,Low,1244WDFW,0.77,46.49885,-124.02691,5149967.36,Minnow,,CAMA,Female,49,
194,8/8/25,2,2,Willapa Bay,,Breakwater,Low,1613WDFW,0.77,46.49804,-124.02715,5149967.36,Fukui,,CAMA,Male,65,
195,8/8/25,2,2,Willapa Bay,,Breakwater,Low,1613WDFW,0.77,46.49804,-124.02715,5149967.36,Fukui,,CAMA,Male,82,
196,8/8/25,2,2,Willapa Bay,,Breakwater,Low,1613WDFW,0.77,46.49804,-124.02715,5149967.36,Fukui,,CAMA,Male,63,
197,8/8/25,2,2,Willapa Bay,,Breakwater,Low,1613WDFW,0.77,46.49804,-124.02715,5149967.36,Fukui,,CAMA,Male,63,
198,8/8/25,2,2,Willapa Bay,,Breakwater,Low,1613WDFW,0.77,46.49804,-124.02715,5149967.36,Fukui,,CAMA,Female,64,
199,8/8/25,2,2,Willapa Bay,,Breakwater,Low,1613WDFW,0.77,46.49804,-124.02715,5149967.36,Fukui,,CAMA,Female,64,
200,8/8/25,2,2,Willapa Bay,,Breakwater,Low,1613WDFW,0.77,46.49804,-124.02715,5149967.36,Fukui,,CAMA,Male,89,
201,8/8/25,2,3,Willapa Bay,,Breakwater,Low,1738WDFW,0.77,46.49815,-124.02711,5149967.36,Minnow,,CAMA,Female,48,
189,8/8/25,2,4,Willapa Bay,,Breakwater,Low,1898WDFW,0.77,46.4985,-124.027,5149967.36,Fukui,,CAMA,Male,79,
190,8/8/25,2,4,Willapa Bay,,Breakwater,Low,1898WDFW,0.77,46.4985,-124.027,5149967.36,Fukui,,CAMA,Female,68,
191,8/8/25,2,4,Willapa Bay,,Breakwater,Low,1898WDFW,0.77,46.4985,-124.027,5149967.36,Fukui,,CAMA,Male,73,
192,8/8/25,2,4,Willapa Bay,,Breakwater,Low,1898WDFW,0.77,46.4985,-124.027,5149967.36,Fukui,,CAMA,Female,49,
193,8/8/25,2,4,Willapa Bay,,Breakwater,Low,1898WDFW,0.77,46.4985,-124.027,5149967.36,Fukui,,CAMA,Female,68,
188,8/8/25,2,6,Willapa Bay,,Breakwater,Low,2284WDFW,0.77,46.49874,-124.02692,5149967.36,Fukui,,CAMA,Male,76,Hole in carapace
202,8/8/25,2,5,Willapa Bay,,Breakwater,Low,2409WDFW,0.77,46.49908,-124.02693,5149967.36,Minnow,,CAMA,Female,19,
694,8/8/25,2,7,Willapa Bay,,Breakwater,Marsh,1214G,1.63,46.49858,-124.0312167,5149967.36,Fukui,,CAMA,Male,37,
691,8/8/25,2,9,Willapa Bay,,Breakwater,Marsh,1240G,1.63,46.49808,-124.0315,5149967.36,Fukui,,CAMA,Female,52,
689,8/8/25,2,11,Willapa Bay,,Breakwater,Marsh,21025R,1.63,46.49852,-124.0313,5149967.36,Fukui,,CAMA,Male,25,
690,8/8/25,2,11,Willapa Bay,,Breakwater,Marsh,21025R,1.63,46.49852,-124.0313,5149967.36,Fukui,,CAMA,Male,50,
699,8/8/25,2,8,Willapa Bay,,Breakwater,Marsh,21028R,1.63,46.49808,-124.03135,5149967.36,Minnow,,CAMA,Female,50,
700,8/8/25,2,8,Willapa Bay,,Breakwater,Marsh,21028R,1.63,46.49808,-124.03135,5149967.36,Minnow,,CAMA,Female,56,
701,8/8/25,2,8,Willapa Bay,,Breakwater,Marsh,21028R,1.63,46.49808,-124.03135,5149967.36,Minnow,,CAMA,Female,57,
698,8/8/25,2,10,Willapa Bay,,Breakwater,Marsh,21037R,1.63,46.49817,-124.0310833,5149967.36,Minnow,,CAMA,Female,58,
692,8/8/25,2,12,Willapa Bay,,Breakwater,Marsh,21043R,1.63,46.49865,-124.0310833,5149967.36,Minnow,,CAMA,Female,35,
693,8/8/25,2,12,Willapa Bay,,Breakwater,Marsh,21043R,1.63,46.49865,-124.0310833,5149967.36,Minnow,,CAMA,Female,60,
695,8/8/25,2,13,Willapa Bay,,Breakwater,Marsh,21050R,1.63,46.49835,-124.0313333,5149967.36,Minnow,,CAMA,Female,27,
696,8/8/25,2,13,Willapa Bay,,Breakwater,Marsh,21050R,1.63,46.49835,-124.0313333,5149967.36,Minnow,,CAMA,Male,34,
697,8/8/25,2,13,Willapa Bay,,Breakwater,Marsh,21050R,1.63,46.49835,-124.0313333,5149967.36,Minnow,,CAMA,Male,35,
203,8/8/25,2,14,Willapa Bay,,Breakwater,Mid,1264G,1.16,46.49868,-124.0291333,5149967.36,Fukui,,CAMA,Female,27,
210,8/8/25,2,16,Willapa Bay,,Breakwater,Mid,1278G,1.16,46.49842,-124.0291333,5149967.36,Fukui,,CAMA,Female,23,
216,8/8/25,2,18,Willapa Bay,,Breakwater,Mid,1282G,1.16,46.49817,-124.02915,5149967.36,Fukui,,CAMA,Male,27,
204,8/8/25,2,20,Willapa Bay,,Breakwater,Mid,1431G,1.16,46.49892,-124.0291667,5149967.36,Fukui,,CAMA,Female,61,
205,8/8/25,2,20,Willapa Bay,,Breakwater,Mid,1431G,1.16,46.49892,-124.0291667,5149967.36,Fukui,,CAMA,Male,24,
206,8/8/25,2,20,Willapa Bay,,Breakwater,Mid,1431G,1.16,46.49892,-124.0291667,5149967.36,Fukui,,CAMA,Male,23,
208,8/8/25,2,15,Willapa Bay,,Breakwater,Mid,21001R,1.16,46.49855,-124.02915,5149967.36,Minnow,,CAMA,Male,33,
209,8/8/25,2,15,Willapa Bay,,Breakwater,Mid,21001R,1.16,46.49855,-124.02915,5149967.36,Minnow,,CAMA,Female,26,
219,8/8/25,2,17,Willapa Bay,,Breakwater,Mid,21020R,1.16,46.49805,-124.02915,5149967.36,Minnow,,CAMA,Male,33,
220,8/8/25,2,17,Willapa Bay,,Breakwater,Mid,21020R,1.16,46.49805,-124.02915,5149967.36,Minnow,,CAMA,Male,23,
221,8/8/25,2,17,Willapa Bay,,Breakwater,Mid,21020R,1.16,46.49805,-124.02915,5149967.36,Minnow,,CAMA,Male,25,
217,8/8/25,2,19,Willapa Bay,,Breakwater,Mid,21021R,1.16,46.49873,-124.0291833,5149967.36,Minnow,,CAMA,Male,54,
218,8/8/25,2,19,Willapa Bay,,Breakwater,Mid,21021R,1.16,46.49873,-124.0291833,5149967.36,Minnow,,CAMA,Female,25,
211,8/8/25,2,21,Willapa Bay,,Breakwater,Mid,21023R,1.16,46.4988,-124.0291667,5149967.36,Minnow,,CAMA,Male,45,
212,8/8/25,2,21,Willapa Bay,,Breakwater,Mid,21023R,1.16,46.4988,-124.0291667,5149967.36,Minnow,,CAMA,Male,37,
213,8/8/25,2,21,Willapa Bay,,Breakwater,Mid,21023R,1.16,46.4988,-124.0291667,5149967.36,Minnow,,CAMA,Male,22,
214,8/8/25,2,21,Willapa Bay,,Breakwater,Mid,21023R,1.16,46.4988,-124.0291667,5149967.36,Minnow,,CAMA,Male,24,
215,8/8/25,2,21,Willapa Bay,,Breakwater,Mid,21023R,1.16,46.4988,-124.0291667,5149967.36,Minnow,,CAMA,Female,21,
207,8/8/25,2,22,Willapa Bay,,Breakwater,Mid,21038R,1.16,46.4983,-124.02915,5149967.36,Minnow,,CAMA,Male,31,
222,8/8/25,2,23,Willapa Bay,,Breakwater,Zero,0822WDFW,0.23,46.49901,-124.02541,5149967.36,Fukui,,CAMA,Male,76,
223,8/8/25,2,23,Willapa Bay,,Breakwater,Zero,0822WDFW,0.23,46.49901,-124.02541,5149967.36,Fukui,,CAMA,Female,64,
224,8/8/25,2,23,Willapa Bay,,Breakwater,Zero,0822WDFW,0.23,46.49901,-124.02541,5149967.36,Fukui,,CAMA,Female,71,
225,8/8/25,2,23,Willapa Bay,,Breakwater,Zero,0822WDFW,0.23,46.49901,-124.02541,5149967.36,Fukui,,CAMA,Male,60,
226,8/8/25,2,23,Willapa Bay,,Breakwater,Zero,0822WDFW,0.23,46.49901,-124.02541,5149967.36,Fukui,,CAMA,Female,60,
227,8/8/25,2,23,Willapa Bay,,Breakwater,Zero,0822WDFW,0.23,46.49901,-124.02541,5149967.36,Fukui,,CAMA,Male,70,
228,8/8/25,2,23,Willapa Bay,,Breakwater,Zero,0822WDFW,0.23,46.49901,-124.02541,5149967.36,Fukui,,CAMA,Female,61,
229,8/8/25,2,23,Willapa Bay,,Breakwater,Zero,0822WDFW,0.23,46.49901,-124.02541,5149967.36,Fukui,,CAMA,Female,58,
230,8/8/25,2,25,Willapa Bay,,Breakwater,Zero,1142WDFW,0.23,46.49881,-124.02551,5149967.36,Fukui,,CAMA,Male,88,
231,8/8/25,2,25,Willapa Bay,,Breakwater,Zero,1142WDFW,0.23,46.49881,-124.02551,5149967.36,Fukui,,CAMA,Male,88,
232,8/8/25,2,25,Willapa Bay,,Breakwater,Zero,1142WDFW,0.23,46.49881,-124.02551,5149967.36,Fukui,,CAMA,Female,70,
233,8/8/25,2,25,Willapa Bay,,Breakwater,Zero,1142WDFW,0.23,46.49881,-124.02551,5149967.36,Fukui,,CAMA,Female,59,
241,8/8/25,2,24,Willapa Bay,,Breakwater,Zero,1267WDFW,0.23,46.49892,-124.02546,5149967.36,Minnow,,CAMA,Female,58,
242,8/8/25,2,26,Willapa Bay,,Breakwater,Zero,1935WDFW,0.23,46.49832,-124.02562,5149967.36,Fukui,,CAMA,Female,68,
234,8/8/25,2,27,Willapa Bay,,Breakwater,Zero,2273WDFW,0.23,46.49856,-124.02557,5149967.36,Fukui,,CAMA,Female,63,
235,8/8/25,2,27,Willapa Bay,,Breakwater,Zero,2273WDFW,0.23,46.49856,-124.02557,5149967.36,Fukui,,CAMA,Female,69,
236,8/8/25,2,27,Willapa Bay,,Breakwater,Zero,2273WDFW,0.23,46.49856,-124.02557,5149967.36,Fukui,,CAMA,Male,92,
237,8/8/25,2,27,Willapa Bay,,Breakwater,Zero,2273WDFW,0.23,46.49856,-124.02557,5149967.36,Fukui,,CAMA,Male,87,
238,8/8/25,2,27,Willapa Bay,,Breakwater,Zero,2273WDFW,0.23,46.49856,-124.02557,5149967.36,Fukui,,CAMA,Male,79,
239,8/8/25,2,27,Willapa Bay,,Breakwater,Zero,2273WDFW,0.23,46.49856,-124.02557,5149967.36,Fukui,,CAMA,Female,59,
240,8/8/25,2,27,Willapa Bay,,Breakwater,Zero,2273WDFW,0.23,46.49856,-124.02557,5149967.36,Fukui,,CAMA,Female,59,
393,8/8/25,2,28,Willapa Bay,,Oysterville,Low,21004R,0.33,46.55169,-124.01478,5155879.89,Fukui,,CAMA,Male,58,
395,8/8/25,2,30,Willapa Bay,,Oysterville,Low,21005R,0.33,46.55148,-124.01477,5155879.89,Fukui,,CAMA,Male,55,
396,8/8/25,2,30,Willapa Bay,,Oysterville,Low,21005R,0.33,46.55148,-124.01477,5155879.89,Fukui,,CAMA,Female,67,
397,8/8/25,2,30,Willapa Bay,,Oysterville,Low,21005R,0.33,46.55148,-124.01477,5155879.89,Fukui,,CAMA,Male,48,
387,8/8/25,2,32,Willapa Bay,,Oysterville,Low,21006R,0.33,46.55191,-124.0148,5155879.89,Fukui,,CAMA,Female,24,
390,8/8/25,2,29,Willapa Bay,,Oysterville,Low,21013R,0.33,46.55175,-124.01479,5155879.89,Minnow,,CAMA,Female,50,
391,8/8/25,2,29,Willapa Bay,,Oysterville,Low,21013R,0.33,46.55175,-124.01479,5155879.89,Minnow,,CAMA,Male,26,
392,8/8/25,2,29,Willapa Bay,,Oysterville,Low,21013R,0.33,46.55175,-124.01479,5155879.89,Minnow,,CAMA,Female,51,
394,8/8/25,2,31,Willapa Bay,,Oysterville,Low,21033R,0.33,46.55157,-124.01477,5155879.89,Minnow,,CAMA,Male,53,
385,8/8/25,2,33,Willapa Bay,,Oysterville,Low,21036R,0.33,46.55242,-124.01479,5155879.89,Minnow,,CAMA,Female,52,
386,8/8/25,2,33,Willapa Bay,,Oysterville,Low,21036R,0.33,46.55242,-124.01479,5155879.89,Minnow,,CAMA,Female,61,
384,8/8/25,2,34,Willapa Bay,,Oysterville,Low,21104R,0.33,46.55224,-124.01478,5155879.89,Minnow,,CAMA,Male,31,
388,8/8/25,2,35,Willapa Bay,,Oysterville,Low,21195R,0.33,46.55201,-124.01474,5155879.89,Minnow,,CAMA,Female,63,
389,8/8/25,2,35,Willapa Bay,,Oysterville,Low,21195R,0.33,46.55201,-124.01474,5155879.89,Minnow,,CAMA,Female,66,
330,8/8/25,2,36,Willapa Bay,,Oysterville,Marsh,1201G,1.65,46.55276,-124.02476,5155879.89,Fukui,,CAMA,Male,62,Abdomen damaged
363,8/8/25,2,38,Willapa Bay,,Oysterville,Marsh,1217G,1.65,46.55239,-124.02483,5155879.89,Fukui,,CAMA,Male,55,
364,8/8/25,2,38,Willapa Bay,,Oysterville,Marsh,1217G,1.65,46.55239,-124.02483,5155879.89,Fukui,,CAMA,Male,56,
365,8/8/25,2,38,Willapa Bay,,Oysterville,Marsh,1217G,1.65,46.55239,-124.02483,5155879.89,Fukui,,CAMA,Female,54,
366,8/8/25,2,38,Willapa Bay,,Oysterville,Marsh,1217G,1.65,46.55239,-124.02483,5155879.89,Fukui,,CAMA,Female,49,
367,8/8/25,2,38,Willapa Bay,,Oysterville,Marsh,1217G,1.65,46.55239,-124.02483,5155879.89,Fukui,,CAMA,Male,57,
368,8/8/25,2,38,Willapa Bay,,Oysterville,Marsh,1217G,1.65,46.55239,-124.02483,5155879.89,Fukui,,CAMA,Female,43,
369,8/8/25,2,38,Willapa Bay,,Oysterville,Marsh,1217G,1.65,46.55239,-124.02483,5155879.89,Fukui,,CAMA,Male,55,
370,8/8/25,2,38,Willapa Bay,,Oysterville,Marsh,1217G,1.65,46.55239,-124.02483,5155879.89,Fukui,,CAMA,Male,43,
361,8/8/25,2,40,Willapa Bay,,Oysterville,Marsh,1219G,1.65,46.5522,-124.02479,5155879.89,Fukui,,CAMA,Male,52,
362,8/8/25,2,40,Willapa Bay,,Oysterville,Marsh,1219G,1.65,46.5522,-124.02479,5155879.89,Fukui,,CAMA,Female,41,
336,8/8/25,2,42,Willapa Bay,,Oysterville,Marsh,1281G,1.65,46.55203,-124.02487,5155879.89,Fukui,,CAMA,Male,62,
337,8/8/25,2,42,Willapa Bay,,Oysterville,Marsh,1281G,1.65,46.55203,-124.02487,5155879.89,Fukui,,CAMA,Male,55,
338,8/8/25,2,42,Willapa Bay,,Oysterville,Marsh,1281G,1.65,46.55203,-124.02487,5155879.89,Fukui,,CAMA,Male,61,
339,8/8/25,2,42,Willapa Bay,,Oysterville,Marsh,1281G,1.65,46.55203,-124.02487,5155879.89,Fukui,,CAMA,Female,51,
340,8/8/25,2,42,Willapa Bay,,Oysterville,Marsh,1281G,1.65,46.55203,-124.02487,5155879.89,Fukui,,CAMA,Male,54,
341,8/8/25,2,42,Willapa Bay,,Oysterville,Marsh,1281G,1.65,46.55203,-124.02487,5155879.89,Fukui,,CAMA,Female,47,
342,8/8/25,2,42,Willapa Bay,,Oysterville,Marsh,1281G,1.65,46.55203,-124.02487,5155879.89,Fukui,,CAMA,Female,55,
343,8/8/25,2,42,Willapa Bay,,Oysterville,Marsh,1281G,1.65,46.55203,-124.02487,5155879.89,Fukui,,CAMA,Female,56,
344,8/8/25,2,42,Willapa Bay,,Oysterville,Marsh,1281G,1.65,46.55203,-124.02487,5155879.89,Fukui,,CAMA,Male,45,
345,8/8/25,2,42,Willapa Bay,,Oysterville,Marsh,1281G,1.65,46.55203,-124.02487,5155879.89,Fukui,,CAMA,Male,53,
346,8/8/25,2,42,Willapa Bay,,Oysterville,Marsh,1281G,1.65,46.55203,-124.02487,5155879.89,Fukui,,CAMA,Male,57,
347,8/8/25,2,42,Willapa Bay,,Oysterville,Marsh,1281G,1.65,46.55203,-124.02487,5155879.89,Fukui,,CAMA,Female,48,
348,8/8/25,2,42,Willapa Bay,,Oysterville,Marsh,1281G,1.65,46.55203,-124.02487,5155879.89,Fukui,,CAMA,Male,55,
331,8/8/25,2,44,Willapa Bay,,Oysterville,Marsh,1287G,1.65,46.55254,-124.02468,5155879.89,Fukui,,CAMA,Male,66,
332,8/8/25,2,44,Willapa Bay,,Oysterville,Marsh,1287G,1.65,46.55254,-124.02468,5155879.89,Fukui,,CAMA,Male,55,
333,8/8/25,2,44,Willapa Bay,,Oysterville,Marsh,1287G,1.65,46.55254,-124.02468,5155879.89,Fukui,,CAMA,Male,64,
334,8/8/25,2,44,Willapa Bay,,Oysterville,Marsh,1287G,1.65,46.55254,-124.02468,5155879.89,Fukui,,CAMA,Male,50,
335,8/8/25,2,44,Willapa Bay,,Oysterville,Marsh,1287G,1.65,46.55254,-124.02468,5155879.89,Fukui,,CAMA,Male,54,
378,8/8/25,2,37,Willapa Bay,,Oysterville,Marsh,21002R,1.65,46.55249,-124.0248,5155879.89,Minnow,,CAMA,Female,51,
379,8/8/25,2,37,Willapa Bay,,Oysterville,Marsh,21002R,1.65,46.55249,-124.0248,5155879.89,Minnow,,CAMA,Male,50,
380,8/8/25,2,37,Willapa Bay,,Oysterville,Marsh,21002R,1.65,46.55249,-124.0248,5155879.89,Minnow,,CAMA,Male,49,
381,8/8/25,2,37,Willapa Bay,,Oysterville,Marsh,21002R,1.65,46.55249,-124.0248,5155879.89,Minnow,,CAMA,Female,35,
382,8/8/25,2,37,Willapa Bay,,Oysterville,Marsh,21002R,1.65,46.55249,-124.0248,5155879.89,Minnow,,CAMA,Male,47,
371,8/8/25,2,39,Willapa Bay,,Oysterville,Marsh,21029R,1.65,46.55205,-124.02477,5155879.89,Minnow,,CAMA,Male,54,
372,8/8/25,2,39,Willapa Bay,,Oysterville,Marsh,21029R,1.65,46.55205,-124.02477,5155879.89,Minnow,,CAMA,Male,48,
373,8/8/25,2,39,Willapa Bay,,Oysterville,Marsh,21029R,1.65,46.55205,-124.02477,5155879.89,Minnow,,CAMA,Female,50,
349,8/8/25,2,41,Willapa Bay,,Oysterville,Marsh,21039R,1.65,46.55264,-124.02472,5155879.89,Minnow,,CAMA,Female,58,
350,8/8/25,2,41,Willapa Bay,,Oysterville,Marsh,21039R,1.65,46.55264,-124.02472,5155879.89,Minnow,,CAMA,Female,51,
351,8/8/25,2,41,Willapa Bay,,Oysterville,Marsh,21039R,1.65,46.55264,-124.02472,5155879.89,Minnow,,CAMA,Female,50,
352,8/8/25,2,41,Willapa Bay,,Oysterville,Marsh,21039R,1.65,46.55264,-124.02472,5155879.89,Minnow,,CAMA,Male,63,
353,8/8/25,2,41,Willapa Bay,,Oysterville,Marsh,21039R,1.65,46.55264,-124.02472,5155879.89,Minnow,,CAMA,Female,49,
354,8/8/25,2,41,Willapa Bay,,Oysterville,Marsh,21039R,1.65,46.55264,-124.02472,5155879.89,Minnow,,CAMA,Male,66,
355,8/8/25,2,41,Willapa Bay,,Oysterville,Marsh,21039R,1.65,46.55264,-124.02472,5155879.89,Minnow,,CAMA,Female,43,
356,8/8/25,2,41,Willapa Bay,,Oysterville,Marsh,21039R,1.65,46.55264,-124.02472,5155879.89,Minnow,,CAMA,Female,49,
374,8/8/25,2,43,Willapa Bay,,Oysterville,Marsh,21046R,1.65,46.55226,-124.02471,5155879.89,Minnow,,CAMA,Male,66,
375,8/8/25,2,43,Willapa Bay,,Oysterville,Marsh,21046R,1.65,46.55226,-124.02471,5155879.89,Minnow,,CAMA,Male,49,
376,8/8/25,2,43,Willapa Bay,,Oysterville,Marsh,21046R,1.65,46.55226,-124.02471,5155879.89,Minnow,,CAMA,Male,62,
377,8/8/25,2,43,Willapa Bay,,Oysterville,Marsh,21046R,1.65,46.55226,-124.02471,5155879.89,Minnow,,CAMA,Female,40,
357,8/8/25,2,45,Willapa Bay,,Oysterville,Marsh,21103R,1.65,46.55193,-124.02485,5155879.89,Minnow,,CAMA,Male,55,
358,8/8/25,2,45,Willapa Bay,,Oysterville,Marsh,21103R,1.65,46.55193,-124.02485,5155879.89,Minnow,,CAMA,Female,52,
359,8/8/25,2,45,Willapa Bay,,Oysterville,Marsh,21103R,1.65,46.55193,-124.02485,5155879.89,Minnow,,CAMA,Female,50,
360,8/8/25,2,45,Willapa Bay,,Oysterville,Marsh,21103R,1.65,46.55193,-124.02485,5155879.89,Minnow,,CAMA,Male,49,
427,8/8/25,2,46,Willapa Bay,,Oysterville,Mid,1208G,0.89,46.55164,-124.02041,5155879.89,Fukui,,CAMA,Male,75,
428,8/8/25,2,46,Willapa Bay,,Oysterville,Mid,1208G,0.89,46.55164,-124.02041,5155879.89,Fukui,,CAMA,Male,58,
429,8/8/25,2,46,Willapa Bay,,Oysterville,Mid,1208G,0.89,46.55164,-124.02041,5155879.89,Fukui,,CAMA,Male,64,
430,8/8/25,2,46,Willapa Bay,,Oysterville,Mid,1208G,0.89,46.55164,-124.02041,5155879.89,Fukui,,CAMA,Female,60,
431,8/8/25,2,46,Willapa Bay,,Oysterville,Mid,1208G,0.89,46.55164,-124.02041,5155879.89,Fukui,,CAMA,Male,51,
432,8/8/25,2,46,Willapa Bay,,Oysterville,Mid,1208G,0.89,46.55164,-124.02041,5155879.89,Fukui,,CAMA,Male,58,
433,8/8/25,2,46,Willapa Bay,,Oysterville,Mid,1208G,0.89,46.55164,-124.02041,5155879.89,Fukui,,CAMA,Male,35,
419,8/8/25,2,48,Willapa Bay,,Oysterville,Mid,1218G,0.89,46.55139,-124.02039,5155879.89,Fukui,,CAMA,Male,77,
420,8/8/25,2,48,Willapa Bay,,Oysterville,Mid,1218G,0.89,46.55139,-124.02039,5155879.89,Fukui,,CAMA,Female,51,
421,8/8/25,2,48,Willapa Bay,,Oysterville,Mid,1218G,0.89,46.55139,-124.02039,5155879.89,Fukui,,CAMA,Male,42,
409,8/8/25,2,50,Willapa Bay,,Oysterville,Mid,1220G,0.89,46.55201,-124.02034,5155879.89,Fukui,,CAMA,Female,49,
410,8/8/25,2,50,Willapa Bay,,Oysterville,Mid,1220G,0.89,46.55201,-124.02034,5155879.89,Fukui,,CAMA,Female,46,
411,8/8/25,2,50,Willapa Bay,,Oysterville,Mid,1220G,0.89,46.55201,-124.02034,5155879.89,Fukui,,CAMA,Male,39,
412,8/8/25,2,50,Willapa Bay,,Oysterville,Mid,1220G,0.89,46.55201,-124.02034,5155879.89,Fukui,,CAMA,Female,35,
417,8/8/25,2,47,Willapa Bay,,Oysterville,Mid,21026R,0.89,46.5515,-124.02043,5155879.89,Minnow,,CAMA,Male,36,
418,8/8/25,2,47,Willapa Bay,,Oysterville,Mid,21026R,0.89,46.5515,-124.02043,5155879.89,Minnow,,CAMA,Male,38,
383,8/8/25,2,49,Willapa Bay,,Oysterville,Mid,21032R,0.89,46.55194,-124.02036,5155879.89,Minnow,,CAMA,Male,35,
434,8/8/25,2,51,Willapa Bay,,Oysterville,Mid,21053R,0.89,46.55172,-124.02039,5155879.89,Minnow,,CAMA,Male,75,
435,8/8/25,2,51,Willapa Bay,,Oysterville,Mid,21053R,0.89,46.55172,-124.02039,5155879.89,Minnow,,CAMA,Male,50,
436,8/8/25,2,51,Willapa Bay,,Oysterville,Mid,21053R,0.89,46.55172,-124.02039,5155879.89,Minnow,,CAMA,Female,59,
437,8/8/25,2,51,Willapa Bay,,Oysterville,Mid,21053R,0.89,46.55172,-124.02039,5155879.89,Minnow,,CAMA,Male,32,
422,8/8/25,2,52,Willapa Bay,,Oysterville,Mid,21055R,0.89,46.55172,-124.02039,5155879.89,Minnow,,CAMA,Male,68,
423,8/8/25,2,52,Willapa Bay,,Oysterville,Mid,21055R,0.89,46.55128,-124.0204,5155879.89,Minnow,,CAMA,Male,49,
424,8/8/25,2,52,Willapa Bay,,Oysterville,Mid,21055R,0.89,46.55128,-124.0204,5155879.89,Minnow,,CAMA,Female,55,
425,8/8/25,2,52,Willapa Bay,,Oysterville,Mid,21055R,0.89,46.55128,-124.0204,5155879.89,Minnow,,CAMA,Female,44,
426,8/8/25,2,52,Willapa Bay,,Oysterville,Mid,21055R,0.89,46.55128,-124.0204,5155879.89,Minnow,,CAMA,Female,46,
405,8/8/25,2,53,Willapa Bay,,Oysterville,Mid,21056R,0.89,46.55217,-124.02023,5155879.89,Minnow,,CAMA,Female,55,
406,8/8/25,2,53,Willapa Bay,,Oysterville,Mid,21056R,0.89,46.55217,-124.02023,5155879.89,Minnow,,CAMA,Female,43,
407,8/8/25,2,53,Willapa Bay,,Oysterville,Mid,21056R,0.89,46.55217,-124.02023,5155879.89,Minnow,,CAMA,Female,59,
